Product Name,Units Reimbursed,Number of Prescriptions,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
Zolmitript,5187.0,627.0,29304.779999999995,150.63
VELCADE  B,484.895,627.0,651343.4199999999,85479.66
Glyxambi 2,22904.0,626.0,389519.04000000004,3176.54
BIDIL,58321.5,626.0,197238.91,3645.2400000000002
MILI GNORG,33869.85,625.0,12800.400000000001,0.0
Sodium Fer,7053.0,625.0,89249.81000000001,670.95
WHITE PETR,210607.54200000002,625.0,6752.419999999999,157.33
JAKAFI,35856.0,624.0,7932309.649999999,95576.95000000001
INTUNIV 1M,25058.0,624.0,211440.81000000003,12290.58
AURYXIA OR,122442.0,623.0,701275.54,3.9
ALBURX (HU,232056.0,623.0,165377.86000000002,10905.900000000001
OMNARIS 50,7936.5,622.0,180488.97000000003,3170.54
CABOMETYX,17907.0,620.0,11617726.260000002,20136.79
PROMACTA 7,22534.0,620.0,10443314.41,162529.75
Triple Ant,18593.550000000003,620.0,4969.37,16.6
Albendazol,2735.0,620.0,242775.74000000005,1551.06
Heparin 50,8349.0,619.0,12935.25,21.359999999999996
Etodolac 4,32220.0,619.0,16132.07,233.64
BANZEL ORA,530255.0,619.0,1624578.8599999999,56159.920000000006
OPDIVO 100,13865.8,618.0,3496616.1999999997,513588.69999999995
LOW-DOSE E,20549.0,618.0,1876.31,2.66
Auryxia Or,113673.0,618.0,662531.19,3122.25
REGULOID C,51129.0,617.0,5484.41,521.96
Mucinex 40,26498.0,616.0,12578.69,173.71
Keppra 100,58368.0,616.0,774988.94,59503.05000000001
DIGITEK,18521.0,616.0,8417.56,111.64000000000001
DILAUDID I,1430.0,615.0,6981.949999999999,3931.89
Ocrevus 30,10030.533,614.0,11110898.84,1937151.5799999998
NESINA 25,20921.0,613.0,267157.01999999996,50.95
CLINISOL,1578853.367,613.0,103825.4,0.0
NERLYNX 40,94523.0,612.0,7419925.72,21491.989999999998
Horizant (,30219.0,611.0,385627.87,4463.71
COLACE 100,32178.0,609.0,8263.13,44.35
BETAXOLOL,14284.0,609.0,23018.510000000002,582.12
Lisianpril,22274.0,607.0,3340.84,149.44
Invega 6mg,20479.0,607.0,753630.5,12933.57
HEALTHMART,74519.0,607.0,17805.289999999997,109.59
CEFIXIME 2,40052.0,606.0,186427.78,5194.5
JAKAFI 10,34519.0,606.0,7596573.449999999,116934.37
ONFI 20mg,38096.5,606.0,1347698.7699999998,119131.86
KAZANO,35700.0,606.0,228022.7,0.0
Clindesse,3901.5280000000002,606.0,84867.57,1271.9299999999998
SENNA 8.8,149016.5,606.0,7693.889999999999,57.47
EFFER-K 20,24091.0,605.0,14159.770000000002,224.61
FERRIPROX,170081.0,605.0,8742703.980000002,351258.61
ORA-PLUS S,86644.839,605.0,5917.8,585.96
NATURES TE,9404.0,605.0,3780.88,103.2
ZENATANE,28880.0,605.0,132299.95,319.94
PRECEDEX(D,6879.0,604.0,5942.3099999999995,749.6899999999999
DENAVIR 1%,3147.5,604.0,477195.88,16062.41
GENETROPIN,16578.0,604.0,2158078.3499999996,33479.98
KETAMINE 5,2207.696,604.0,8100.809999999999,255.54999999999998
Methyldopa,41194.0,603.0,8220.519999999999,387.48999999999995
RIOMET,225743.0,602.0,289045.42999999993,21310.909999999996
ALECENSA 1,139028.0,602.0,8720186.24,11100.69
Mibelas 24,21671.0,602.0,50598.399999999994,557.8399999999999
EPIPEN-JR,2570.667,600.0,356923.68,10608.51
XEOMIN 100,393872.06,600.0,458997.79000000004,160593.31
LITH CIT S,224757.0,598.0,66265.75,1396.63
CITRATE OF,220946.0,597.0,2363.87,59.94
Tadalafil,24382.75,597.0,406405.53,17406.51
DALVANCE 5,1347.7499999999998,596.0,1509552.29,256272.36
Cefepime f,2923.695,596.0,24291.71,56.6
PHENELZINE,73724.0,595.0,41169.45,266.3
RASUVO,919.0,595.0,293381.41000000003,2828.0
IFOSFAMIDE,3016.033,594.0,53871.83,422.01
ADHANSIA X,17815.0,594.0,171516.47999999998,5834.4400000000005
REPATHA  E,1249.5,594.0,257145.62000000002,89.69999999999999
OPSUMIT (m,17617.0,593.0,5775487.1,16257.629999999997
Belbuca 75,29129.0,593.0,270598.23,7387.59
HEMLIBRA 6,926.4,593.0,12925171.65,498843.94
10% PREMAS,1573409.5,593.0,136579.25,0.0
LOESTRIN 2,19483.282,593.0,32783.04,359.06
ADDED STRE,33090.0,593.0,2008.71,16.67
LATAN0PROS,1698.0,593.0,4935.42,102.55
CERTAVITE/,18349.0,592.0,2199.18,369.0
ESTAZOLAM,19453.0,592.0,25579.600000000002,678.93
Belbuca 45,32552.0,592.0,375261.02,2003.94
HEMLIBRA 3,2050.224,592.0,5690199.859999999,184425.02
Cabergolin,4844.5,592.0,20313.79,176.26
CUVPOSA OR,214897.0,591.0,195107.03,3531.66
DELYSM EXT,84580.0,591.0,6844.1900000000005,15.0
Eletriptan,5113.0,591.0,37585.11,996.3600000000001
QUFLORA PE,18405.0,590.0,140479.6,69.97
Actemra SC,1686.6,590.0,1923715.8199999998,13039.730000000001
QC ARTHRIT,45425.0,590.0,4791.95,63.81
senna tabs,28849.0,590.0,1570.5600000000002,0.0
Oxymorphon,38649.0,590.0,169516.21999999997,4715.639999999999
Indapamide,24338.0,589.0,5591.08,90.97999999999999
DILT XR 24,21021.0,589.0,17604.68,620.29
Docetaxel,3308.378,589.0,101757.52,14742.3
DELSTRIGO,17852.0,588.0,1297468.66,53.15
VITAMIN AN,18480.0,588.0,2788.56,840.0999999999999
PIFELTRO,17786.0,587.0,823902.88,4304.24
Griseofulv,22945.0,587.0,84366.51999999999,1006.0799999999999
MI ACID,217881.57,587.0,4262.9400000000005,25.549999999999997
Dalfamprid,35112.0,586.0,286254.12000000005,1879.5500000000002
MVASI 100,10315.936,585.0,1034302.38,288774.01
SPRAVATO 5,1277.6,584.0,435059.04000000004,6770.17
FIASP FLEX,10056.0,584.0,338915.0300000001,21365.579999999998
OPTIVE,9435.0,584.0,7026.299999999999,29.27
PFIZERPEN,5638.385,583.0,89210.18000000001,57.28
Sprycel,16595.0,583.0,8117474.649999999,36594.43
BETASEPT 4,239428.41,582.0,10304.980000000001,94.66
MEPHYTON 5,13327.0,582.0,677416.2899999999,53001.23
CAMPTOSAR,7598.700000000001,581.0,387583.09,37974.65
NIASPAN-NI,24316.0,581.0,139545.53,17.0
Vienva Lev,22092.0,581.0,8932.49,0.0
EMBEDA ER,24892.0,580.0,216683.81999999998,1569.26
Carospir,73447.09999999999,580.0,175759.25999999998,8659.33
DAPSONE 7.,39780.0,580.0,298362.88,15524.869999999999
TOBI PODHA,129920.0,580.0,5586265.430000001,165146.54
ULORIC 80M,19028.0,580.0,193929.09,2766.04
AG Hyoscya,35597.0,580.0,9128.16,256.74
FENTANYL 3,5516.0,579.0,224289.6,3436.28
Slynd,17752.0,578.0,125962.93,2256.74
CELLCEPT,93240.0,578.0,721541.47,28263.78
Trihexyphe,42320.5,578.0,5846.150000000001,74.68
ADDERALL 5,24659.0,577.0,155147.47999999998,2171.7200000000003
BONJESTA,27237.0,576.0,277990.38,6974.27
Bepreve (b,3750.0,576.0,163471.41,2241.33
Phenylephr,13447.954,576.0,813.3199999999999,56306.159999999996
SM INF GAS,32066.0,576.0,4175.87,54.04
CIPRO HC,5873.0,576.0,179568.06,4156.66
HM CHILD L,83022.0,576.0,5966.099999999999,7.01
ZYPREXA ZY,20553.0,576.0,429879.13,1832.02
PYRAZINAMI,39960.4,575.0,87691.14,157.19000000000003
KLONOPIN 0,46599.0,575.0,99567.06,7780.389999999999
LDR NICOTI,56158.0,574.0,23032.000000000004,32.59
KETONE TES,58700.0,574.0,5099.78,58.7
HM CETIRIZ,81809.0,573.0,5863.05,4.82
URSODIOL t,43457.0,573.0,41842.52,1000.96
ENEMEEZ PL,116820.0,573.0,39051.70999999999,9.0
XGEVA  DEN,901.124,573.0,1093718.95,64799.869999999995
PREZISTA (,33350.0,572.0,946293.5700000001,2864.73
BENTYL,1137.0,572.0,97328.42000000001,664.38
AKYNZEO,604.0,572.0,174627.56,157739.96
"HEPARIN 5,",8121.5,571.0,17709.46,687.0699999999999
VAQTA,565.5,571.0,38763.79,0.0
BETHAPRIM,3016.163,570.0,3272.1299999999997,0.0
CARDIOLITE,971.221,570.0,71519.26999999999,6857.46
YUVAFEM  E,6847.0,570.0,56107.22,6.5
ELIGARD 22,597.349,569.0,281543.17,78426.40000000001
ZOMACTON,2319.0,569.0,1273723.3800000001,0.0
JOLESSA TA,52393.916,568.0,25707.610000000004,106.07
DOVONEX 0.,45360.0,568.0,536506.58,0.0
VELTASSA 1,16828.0,568.0,442317.43999999994,4166.52
ORKAMBI (l,49224.0,567.0,10175400.59,1111965.7699999998
Qbrelis (L,70004.0,566.0,236877.88,10427.649999999998
CIPRO,72014.0,566.0,97464.86,2343.39
CEFEPIME-D,62507.25,565.0,55971.56,4451.950000000001
OPSUMIT  M,16928.0,565.0,5552705.32,17977.19
XOPENEX 1.,77889.095,565.0,260232.28000000003,18273.910000000003
LEDIPASVIR,15780.0,564.0,6545233.58,21941.64
JADENU FCT,47067.0,563.0,5127404.35,6847.25
ALL DAY RE,28628.0,563.0,4781.599999999999,158.04999999999998
Sulindac 2,31980.0,562.0,7370.88,190.78
SM NASAL D,18548.0,562.0,3470.5499999999997,55.62
AYR SALINE,27275.300000000003,561.0,1733.65,232.85
Vitamin D,2360.0,561.0,558.59,0.0
DF CHILDRE,68621.468,561.0,21466.590000000004,20.25
CEFIXIME 1,43090.0,560.0,104738.70000000001,4028.13
Ampicillin,5312.4,558.0,25604.579999999994,24.880000000000003
METROGEL 1,33410.0,558.0,197183.41,285.94
CELLUVISC,19538.4,558.0,12767.18,38.480000000000004
VIDAZA 100,724.3299999999999,557.0,65745.36,43187.78
GS CHLD PA,91627.0,557.0,3530.7099999999996,10.770000000000001
INTUNIV ER,18800.0,557.0,166775.34,10409.710000000001
DIOVAN 80,21352.0,557.0,163683.53999999998,26.7
ZOHYDRO ER,32920.0,556.0,330911.60000000003,2914.38
KLOR-CON-E,26306.0,555.0,17929.73,283.79
ZEASORB-AT,41076.6,554.0,3916.5,57.36
PERTZYE 16,303972.0,554.0,1329483.01,82915.13
Clobazam 2,34468.0,554.0,40625.65000000001,1284.89
Gentamicin,12529.0,554.0,21646.439999999995,343.3
TREXALL 10,4163.0,554.0,126685.53,4777.54
CALCIUM 25,42838.0,554.0,2069.7200000000003,278.14
ASCORBIC A,14332.710000000001,553.0,12356.859999999999,1629.7
PRETAB,17331.0,553.0,7185.73,0.0
PYRIDIUM 1,7111.0,553.0,26879.79,9437.67
VELETRI 1.,68015.925,552.0,1140446.12,340598.64
PROGRAF 1,69502.0,552.0,335800.55,50570.11000000001
EVEKEO 10,36356.0,551.0,212840.93,9397.27
OFEV 150 M,32580.0,551.0,5680658.23,9604.5
CYANOCBALA,556.0,550.0,926.22,242.8
TRI-BUFFER,20718.0,549.0,2380.3500000000004,46.0
HYDROMET,72523.0,548.0,5949.719999999999,11.8
Plenvu Kit,547.665,548.0,63798.79,727.99
MEROPENEM-,129671.6,548.0,119684.76999999999,734.15
ADCIRCA,24779.049,547.0,1579061.38,13040.619999999999
CHLOROQUIN,10640.0,546.0,51165.530000000006,1331.58
QNASL,5863.999999999999,546.0,125838.17000000001,5995.88
Kadcyla (a,909.8970000000002,545.0,2823274.5499999993,485576.55000000005
ZOFRAN,1245.0,545.0,47863.59,0.0
MICARDIS,16457.0,543.0,122312.46,0.0
Aug Betame,20650.0,542.0,30117.94,392.43
CLEOCIN,2010.0,542.0,114992.20000000001,764.89
DISOPYRAMI,50890.0,542.0,59306.26000000001,539.0999999999999
AMBIEN 10M,16755.0,542.0,282362.41000000003,7931.21
Loratidine,81359.0,542.0,5273.950000000001,0.0
LOVENOX PR,658.892,541.0,17212.16,11.36
CAMBIA,5798.0,541.0,451304.68,6790.47
KADCYLA,939.9110000000001,541.0,2225625.2499999995,380141.49000000005
JADENU,37010.0,541.0,4428721.5600000005,9702.81
PIMOZIDE 1,36428.0,541.0,45250.58,1496.96
ORKAMBI,45024.0,540.0,10482641.609999998,699233.8099999999
MAKENA 250,471.3,539.0,266908.25,1106.27
ALOXI .25M,2678.0,539.0,46227.32,11446.49
EPITOL 200,53104.0,539.0,19223.32,138.72
KISQALI 60,33852.0,538.0,7023505.100000001,12769.94
BETHKIS,107520.0,538.0,2720565.4299999997,121761.86
EX-LAX,22694.0,538.0,3681.36,0.0
Irinotecan,6342.8,538.0,22699.15,6270.759999999999
KYPROLIS 3,659.284,538.0,595103.25,226124.63999999998
TENOFOV DI,16514.0,538.0,29050.829999999994,134.2
Oxaliplati,20786.05,537.0,32312.510000000002,5270.72
I-VITE,23838.0,536.0,2396.6,230.68
AUROVELA 2,16576.0,533.0,18961.93,114.78
NovaPlus,29845.0,533.0,3825.71,2073.93
DROXIA 200,22585.0,533.0,17963.480000000003,173.43
LEVOXYL 25,19698.0,533.0,9249.189999999999,166.22
AMETHYST 0,23074.0,532.0,31460.84,93.34
LDR LANSOP,20407.0,532.0,7016.18,2.0
Itraconazo,58154.0,531.0,90184.89999999998,985.5
PLENVU,1589.0,531.0,59009.74,0.0
Pentoxifyl,43429.0,531.0,8920.98,164.92
ZOMIG 2.5M,3333.0,531.0,260173.31,12942.49
VERZENIO,27398.0,531.0,5826979.5600000005,37436.94
STAHIST AD,14738.0,531.0,8722.630000000001,225.0
VITAMIN C-,22643.85,530.0,2077.7899999999995,403.69000000000005
LEVOXYL 15,19651.0,530.0,12582.710000000001,596.7
ATHLETE'S,18527.4,530.0,6421.5199999999995,46.21
QUELICIN 2,3514.0,530.0,10428.86,724.7800000000001
PIMTREA,21280.0,529.0,13955.000000000002,0.0
RYVENT 6 M,23794.0,529.0,117586.91,363.72
DOTTI  EST,4596.0,529.0,36916.56,120.28
ELIGARD 45,513.023,529.0,356291.8500000001,208621.65
GLEEVEC 40,16551.0,529.0,5331124.45,9212.109999999999
DRL Cetiri,21791.0,529.0,9863.140000000001,35.03
Sod Citrat,411392.0,529.0,13840.28,286.85
SYMPROIC,15841.0,528.0,192170.16,1402.51
Prilosec D,21341.4,527.0,269755.14,15357.22
ECPIRIN EC,14790.0,527.0,7029.030000000001,211.7
ARANESP 30,345.39000000000004,527.0,412349.37,90470.65
Water Ster,6456.96,527.0,8160.280000000001,28.66
SOIDUM POL,249378.55,526.0,28067.33,239.70000000000002
KADCYLA 16,696.403,526.0,3387487.02,139912.41
Virt-Phos,46390.0,526.0,14220.289999999999,434.19
QC ALLERGY,8787.8,526.0,4082.36,0.0
SOLOSEC,546.0,525.0,143628.37,1894.1299999999999
SOTALOL AF,33859.748999999996,524.0,9159.17,38.2
POLOCAINE,2323.0,524.0,538.24,99.28
AMOCLAN 20,61590.0,523.0,7258.4,20.42
LEVORA TAB,28786.886,523.0,9074.95,51.31
"KEPPRA 1,0",48219.0,523.0,742712.27,17136.42
CHLOROTHIA,15143.653999999999,522.0,11550.75,413.96000000000004
LDR PAIN R,45870.0,522.0,2262.18,1.0
PINDOLOL 1,34632.0,522.0,33822.84,871.14
CHILD MUCI,35757.0,521.0,8029.869999999999,0.0
AUBAGIO 7,15471.0,521.0,3871017.0800000005,9832.69
OGESTREL 0,18898.845999999998,520.0,22487.05,199.36
LEVONEST,17304.0,520.0,8187.83,0.0
Belbuca 60,29473.0,517.0,358932.30999999994,3620.47
NUEDEXTA C,27394.0,517.0,523115.83,16042.51
TAFINLAR 7,53944.0,517.0,4751329.350000001,10751.63
PreTAB Tab,17875.0,516.0,6306.049999999999,47.16
INVEGA 9MG,14226.0,516.0,705708.96,19580.6
Metorprolo,31665.0,516.0,3177.01,387.34000000000003
Triesence,593.475,516.0,47001.79000000001,48682.89000000001
DOTTI 0.07,4362.0,515.0,36797.64,148.54
FLEET PEDI,164775.44199999998,514.0,3324.1,0.0
DELSYM COU,87478.0,514.0,5011.12,8.31
EPIPEN JR,2152.8,513.0,310455.32999999996,2451.85
LOW DOSE A,16907.0,513.0,2015.0500000000002,3.0
GRANIX 300,588.941,513.0,234508.62,9342.8
ROBAXIN 10,6411.3,511.0,20859.819999999996,619.3299999999999
MYFORTIC T,57919.0,511.0,201193.53999999998,46344.32
DIFICID 20,9000.0,510.0,1573743.49,84838.92
Synjardy 1,35538.0,510.0,267650.43,3452.44
CYRAMZA 10,22497.4,509.0,1538972.06,404249.99
Niacin Ext,22197.0,509.0,17157.58,126.61999999999999
Tri-Estary,18487.0,509.0,5686.9400000000005,8.18
ULTRAVIST,48159.0,509.0,4556.49,550.8599999999999
OXYTROL 3.,4466.0,509.0,317791.78,48758.359999999986
JAKAFI 5 M,29583.0,508.0,6350108.77,124109.01999999999
Bonjesta,24183.0,508.0,250034.72000000003,5855.18
RITUXAN  R,31483.0,507.0,2749138.42,193874.55999999997
RETIN-A MI,24550.0,507.0,397542.77,14393.51
THEO-24 40,18341.0,506.0,109906.24,489.09
SOD FER GL,4748.0,506.0,9186.57,1600.99
MUCUS-ER M,14655.0,505.0,7701.52,11.0
SENOKOT 8.,27303.0,505.0,6072.97,60.94
Tri-VyLibr,36412.0,505.0,44766.17,0.0
PERSERIS 9,504.0,504.0,893997.27,1857.1999999999998
RAVICTI 1.,124000.0,504.0,24179286.35,698741.5099999999
Drobabinol,31338.0,504.0,107099.36000000002,1692.52
NUVIGIL 25,16397.0,503.0,424036.0000000001,9475.83
MAPAP CHIL,88449.0,503.0,2590.38,11.99
ciprofloxa,7312.0,503.0,42483.97,848.6099999999999
0.25 ACETI,666253.0,503.0,6309.31,90.47999999999999
NEW DAY,505.0,502.0,9904.890000000001,0.0
CEFIXIME,8779.381,501.0,62511.140000000014,1407.2
EFFER-K 25,26122.0,501.0,8821.19,166.69
TICE BCG,669.7900000000001,501.0,37953.33,23151.39
SM ANTIBIO,14947.400000000001,500.0,2660.74,34.35
HUMIRA 20M,1122.0,500.0,2969690.33,95537.44
REG STRNT,36878.0,499.0,2921.59,34.75
Heparin 30,1969.0,498.0,332.31,0.0
STIMATE 1.,412.6,498.0,357662.52999999997,10024.43
QUELICIN S,2639.0,498.0,8553.880000000001,0.0
DOTTI 0.02,4171.0,497.0,35782.03,243.15
GNP MINT R,177313.032,497.0,3177.3599999999997,19.54
INLYTA 5 M,27230.0,497.0,7063810.67,23639.84
RIBAVIRIN,56180.0,496.0,71894.17000000001,132.96
NEORAL 100,29213.0,496.0,209984.13000000003,12428.82
STIVARGA 4,35245.0,495.0,7396837.3100000005,32276.75
CELESTONE-,661.0,495.0,6699.12,1032.75
CELLCEPT 5,42279.0,494.0,464596.97000000003,51153.71
SEROQUEL 4,23669.0,494.0,350187.45999999996,1853.73
PURIXAN,46489.8,494.0,551263.31,13079.55
LDR ESOMEP,18560.0,494.0,5552.320000000001,1.0
PBOS (R) (,556.0,493.0,19164.739999999998,0.0
DAPSONE GE,30320.0,493.0,120489.17,5753.67
LEXAPRO,18101.0,493.0,210003.41999999998,6808.01
COSOPT PF,13522.0,491.0,81793.41000000002,2454.5400000000004
Clindemyci,23515.0,491.0,70063.39,1386.92
KLOR-CON 8,29928.0,491.0,6194.86,165.38
SYMDEKO 50,27566.0,491.0,10229818.76,511599.75
FANAPT 1MG,25832.0,490.0,517808.24,9453.34
AMETHIA 0.,44666.0,490.0,37302.2,57.99
OXAZEPAM C,21949.0,490.0,17944.500000000004,283.01
INVEGA 3 M,13705.0,488.0,453573.41,15711.3
EXONDYS 51,15549.0,487.0,12337377.020000001,136059.41999999998
SEROQUEL 3,23410.5,487.0,322909.96,9600.440000000002
YERVOY 50,8639.0,487.0,5112724.96,753149.1900000001
MVASI (Bev,9245.936000000002,487.0,801356.3600000001,371606.99
CITRUCEL 5,38329.0,487.0,6221.39,19.0
KETAMINE H,1717.6860000000001,487.0,5570.82,1692.13
NATURA-LAX,199729.0,486.0,7321.7,4.57
Clotrim 3,10742.5,485.0,4795.4,19.029999999999998
CYMBALTA 3,21259.0,484.0,163214.82,1136.95
MEKINIST 2,14581.0,484.0,5645751.42,15897.56
ACZONE 7.5,33750.0,483.0,314312.93,32030.579999999998
GNP Anti D,18404.0,483.0,4503.130000000001,0.0
Xigduo XR,24579.0,483.0,252766.67,1397.8700000000001
GAZYVA 100,17406.4,482.0,1635306.93,529353.54
Etodolac C,25245.0,482.0,20668.389999999996,172.9
GOODSENSE,94841.0,482.0,5755.28,32.75
PIMOZIDE,30993.0,482.0,49142.17999999999,1259.45
KALETRA,54405.0,481.0,448340.67999999993,2965.23
MAG-AL PLU,5210.0,481.0,2710.4300000000003,11.17
VOTRIENT 2,42416.0,481.0,4630151.83,127767.23000000001
CELEBREX 2,24441.0,480.0,291411.36,5967.9
TALWIN 30,560.321,480.0,7603788.24,16179.49
SORBITOL,311290.804,480.0,5671.51,119.0
DILT XR 18,17868.0,479.0,11905.92,301.15
PROPARACAI,2777.0,479.0,19867.61,448.31
CRYSVITA 2,1165.55,478.0,8329562.110000001,43046.96
PBOS  LEVO,436.986,478.0,19643.91,6.85
IMIPENEM-C,6138.0,478.0,97935.42000000001,826.36
ADVATE 801,6385486.0,477.0,5905793.6,62287.9
XOPENEX 0.,103792.122,477.0,268681.66000000003,32391.110000000004
EXTENDED P,25528.0,476.0,35294.89,0.0
NITRO- BID,15188.0,476.0,14786.609999999999,178.56000000000006
TOBREX OIN,1732.5,474.0,105561.15000000001,1130.17
ARANESP 15,134.174,474.0,214850.13,36084.520000000004
QUFLORA,14235.0,473.0,113143.01000000001,0.0
CLOZARIL 1,50247.0,473.0,689003.53,11106.880000000001
Bisacodyl,15808.0,473.0,2039.79,13.78
NEORAL 25,77318.0,473.0,94166.61,13174.3
LDR GAS RE,33150.0,473.0,4819.5599999999995,23.9
HM ADT TUS,79041.0,472.0,2309.76,23.34
EXELON,13661.0,472.0,298374.92000000004,1414.1
CEPACOL SO,10217.0,472.0,1817.1399999999999,36.15
Tulana,16165.0,472.0,28472.48,0.0
CALCIUM CI,32764.0,471.0,3108.3,55.25
EMFLAZA 22,12664.0,471.0,3506286.61,51727.69
SUDOGEST P,14865.0,471.0,2190.96,41.04
ADRUCIL,42930.0,471.0,31383.519999999997,591.48
ANAGRELIDE,31518.0,471.0,186617.81999999998,1327.1200000000001
PANOXYL,76579.3,469.0,2885.52,1.0
TACLONEX 0,37300.0,469.0,635392.0,14474.189999999999
LEVORPHANO,49486.0,469.0,2067278.85,1324.6499999999999
PROVIGIL,20094.0,468.0,1036169.42,946.12
VECTIBIX,8184.4,468.0,1779987.18,163758.48
FELBATOL 4,68058.0,468.0,686240.41,141099.18
VRAYLAR CA,13630.0,467.0,519261.1400000001,7631.609999999999
QBRELIS,56950.5,467.0,195469.18,5758.42
LISIANPRIL,17977.0,467.0,2302.0299999999997,0.0
DILT XR 12,16752.0,466.0,10818.399999999998,418.13
ZYPREXA 20,16041.0,466.0,600796.4400000001,24347.61
AMINO ACID,1073916.415,465.0,134889.88,0.0
TRANDOLAPR,18316.0,465.0,11732.689999999999,68.4
GNP STOOL,26739.0,465.0,3024.73,0.0
XHANCE,9280.0,465.0,286725.63,823.23
UBRELVY,5457.0,465.0,459281.27999999997,2413.8399999999997
H.P. ACTHA,3895.0,465.0,28389515.26,34063.94
PEG 3350 E,1888400.0,465.0,5727.369999999999,483.90999999999997
MEKINIST 0,24727.0,465.0,2823617.36,54177.66
GS TUSSIN,83166.0,465.0,3127.5200000000004,131.5
SENEXON,29389.0,465.0,4056.64,0.0
TROLAMINE,39497.0,464.0,3326.5,3.5
TRACLEER 3,20632.0,463.0,3770635.69,149547.45
GATTEX 5 M,11446.0,463.0,18749201.91,634058.95
LDR HEARTB,20652.0,461.0,6063.83,0.0
SOLIRIS,1830.9440000000002,461.0,10437842.75,640052.54
DROSP-EE-L,15960.0,461.0,54937.75000000001,0.0
"VIT A,C,D-",23050.0,461.0,11434.88,0.0
SM MUCUS-E,13650.0,461.0,5289.92,8.0
ETODOLAC C,26598.0,460.0,18263.52,49.720000000000006
VIMIZIM 5,75865.6,460.0,17238962.5,185555.52000000002
SRONYX  TA,18816.0,460.0,5278.54,0.0
Cefprozil,45890.0,460.0,13225.23,367.79
CYRAMZA,22546.4,459.0,1384713.04,635887.99
COUMADIN 2,20101.0,459.0,37156.81,1054.92
FENOPROFEN,36956.0,459.0,93329.37999999999,750.02
GNP NICOTI,62407.0,457.0,14391.58,21.66
DIVIGEL 1,16830.0,457.0,75124.53,2134.69
Capron DM,88993.0,456.0,8527.42,45.0
JUBLIA 10%,3464.0,456.0,490720.32,14351.02
Folivane-O,20250.0,455.0,17236.0,127.47
PANOXYL FO,72079.0,454.0,2916.73,4.5
ZENATANE 3,23520.0,454.0,122088.54,1973.69
ASPIRIN-CH,13084.0,454.0,703.0799999999999,0.0
BELSOMRA 5,13388.0,454.0,152697.78,2110.69
ELOCTATE 1,4725074.0,453.0,9384029.22,247365.72
FORFIVO XL,14318.0,453.0,184140.99,204.9
8 HOUR PAI,31458.0,453.0,9065.14,29.400000000000002
CONTRAVE (,46343.0,452.0,101560.17,676.6
AMETHYST,16520.0,452.0,24569.38,153.15
GENGRAF 25,77800.0,451.0,43094.2,8399.880000000001
GNP CETIRI,61220.0,451.0,3217.7599999999998,1.5
MEDROXY PR,442.09,450.0,27697.12,0.0
RASUVO 15,557.5999999999999,450.0,211790.81999999998,3422.66
SM ARTHRIT,34950.0,450.0,3683.83,53.31
OLUMIANT 2,14220.0,450.0,1062232.56,12612.87
XENICAL 12,39797.0,449.0,289797.31,632.79
NAFTIFINE,27215.0,449.0,118998.26999999999,1494.27
BIOTIN,15758.0,449.0,1345.41,0.0
EPIDUO PUM,20235.0,448.0,181571.22,1574.83
Kyprolis (,592.7090000000001,448.0,712935.9199999999,274440.95999999996
ALBUMINAR-,58267.0,448.0,92746.4,5248.18
BENICAR HC,14329.0,448.0,132970.62000000002,271.21
ZILRETTA S,1231.7849999999999,448.0,108268.19,186450.96
AMBIEN CR,13047.0,448.0,218943.20999999996,889.4799999999999
SLIDENAFIL,50243.0,448.0,108143.87,9.0
